date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:42:06	62491/62491	---M--	200	added ('OK')	image/jpeg	etag:%22f41b-5df727d942940%22	https://ourastore.com/assets/img/1653057709HIGG.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1653057709HIGG.jpg	(from https://www.ourastore.com/order/higgs-domino-chips)
00:42:06	147783/147783	---M--	200	added ('OK')	image/jpeg	etag:%2224147-5df96665d43e8%22	https://ourastore.com/assets/img/1653211938apex%20legend.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1653211938apex%20legend.jpg	(from https://www.ourastore.com/order/apex-legend-mobile-syndicate-gold)
00:42:07	71406/71406	---M--	200	added ('OK')	image/jpeg	etag:%22116ee-5dc7278b950ed%22	https://ourastore.com/assets/img/1649759093CODM%20HELP.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1649759093CODM%20HELP.jpg	(from https://www.ourastore.com/order/call-of-duty-mobile-cash-point)
00:42:07	46043/46043	---M--	200	added ('OK')	image/jpeg	etag:%22b3db-5dc712d5f9d12%22	https://ourastore.com/assets/img/1649753534aov%20id.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1649753534aov%20id.jpg	(from https://www.ourastore.com/order/arena-of-valor-aov-voucher)
00:42:07	887753/887753	---M--	200	added ('OK')	image/png	etag:%22d8bc9-5dc708545d9a0%22	https://ourastore.com/assets/img/1649750713183.png	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1649750713183.png	(from https://www.ourastore.com/order/genshin-impact-genesis-crystal)
00:42:08	43247/43247	---M--	200	added ('OK')	image/jpeg	etag:%22a8ef-5df72b04dc150%22	https://ourastore.com/assets/img/1653058560VALO.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1653058560VALO.jpg	(from https://www.ourastore.com/order/valorant-points)
00:42:08	78008/78008	---M--	200	added ('OK')	image/jpeg	etag:%22130b8-5df72cd554870%22	https://ourastore.com/assets/img/1653059047LOL.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1653059047LOL.jpg	(from https://www.ourastore.com/order/league-of-legends-wild-rift-wild-core)
00:42:08	63559/63559	---M--	200	added ('OK')	image/jpeg	etag:%22f847-5deb995b32372%22	https://ourastore.com/assets/img/1652263545dragon%20raja%20fix%201.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652263545dragon%20raja%20fix%201.jpg	(from https://www.ourastore.com/order/dragon-raja-coupon)
00:42:08	38481/38481	---M--	200	added ('OK')	image/jpeg	etag:%229651-5dc719cada996%22	https://ourastore.com/assets/img/1649755401sosis%20man%20id.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1649755401sosis%20man%20id.jpg	(from https://www.ourastore.com/order/sausage-man-candys)
00:42:09	81321/81321	---M--	200	added ('OK')	image/jpeg	etag:%2213da9-5deba32908d73%22	https://ourastore.com/assets/img/1652266177ragnarok%20m%20love%20fix%201.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652266177ragnarok%20m%20love%20fix%201.jpg	(from https://www.ourastore.com/order/ragnarok-m-eternal-love-big-cat-coins)
00:42:09	41060/41060	---M--	200	added ('OK')	image/jpeg	etag:%22a064-5deba5fd56399%22	https://ourastore.com/assets/img/1652266936LIFE%20AFTER%20FIX%201.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652266936LIFE%20AFTER%20FIX%201.jpg	(from https://www.ourastore.com/order/life-after-credits)
00:42:09	83766/83766	---M--	200	added ('OK')	image/jpeg	etag:%2214736-5deb9c84cdefe%22	https://ourastore.com/assets/img/1652264394lords%20mobile%20fix%201.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652264394lords%20mobile%20fix%201.jpg	(from https://www.ourastore.com/order/lords-mobile-diamonds)
00:42:10	51591/51591	---M--	200	added ('OK')	image/jpeg	etag:%22c987-5deb9f4a395e3%22	https://ourastore.com/assets/img/1652265138tom%20n%20jeri%20fix%20.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652265138tom%20n%20jeri%20fix%20.jpg	(from https://www.ourastore.com/order/tom-and-jerry-chase-diamonds)
00:42:10	46474/46474	---M--	200	added ('OK')	image/jpeg	etag:%22b58a-5df49b1baa96e%22	https://ourastore.com/assets/img/1652882490LITGT%20OF%20THEIU.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652882490LITGT%20OF%20THEIU.jpg	(from https://www.ourastore.com/order/light-of-thel-crystals)
00:42:10	52095/52095	---M--	200	added ('OK')	image/jpeg	etag:%22cb7f-5df49c808625d%22	https://ourastore.com/assets/img/1652882865MARVEL.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652882865MARVEL.jpg	(from https://www.ourastore.com/order/marvel-super-war-credits)
00:42:11	40331/40331	---M--	200	added ('OK')	image/jpeg	etag:%229d8b-5df49de563b95%22	https://ourastore.com/assets/img/1652883239MU%20ORIGIN.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652883239MU%20ORIGIN.jpg	(from https://www.ourastore.com/order/mu-origin-2-diamonds)
00:42:11	95801/95801	---M--	200	added ('OK')	image/jpeg	etag:%2217639-5df4a29296206%22	https://ourastore.com/assets/img/1652884494saint.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652884494saint.jpg	(from https://www.ourastore.com/order/saint-seiya-awakening-coupons)
00:42:11	77774/77774	---M--	200	added ('OK')	image/jpeg	etag:%2212fce-5df5dbb59c5b6%22	https://ourastore.com/assets/img/1652968551ONE%20PUNCH.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652968551ONE%20PUNCH.jpg	(from https://www.ourastore.com/order/one-punch-man-coupons)
00:42:12	58072/58072	---M--	200	added ('OK')	image/jpeg	etag:%22e2d8-5df5dd03fc6a4%22	https://ourastore.com/assets/img/1652968902omega%202.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652968902omega%202.jpg	(from https://www.ourastore.com/order/omega-legend-gold)
